id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
33409,tt1277737,0.511786,0,0,The Stoning of Soraya M.,Shohreh Aghdashloo|Mozhan MarnÃ²|Jim Caviezel|Navid Negahban|Ali Pourtash,http://www.thestoning.com/,Cyrus Nowrasteh,When a deadly conspiracy became a shameful cover-up One witness refused to be silent.,adultery|persia|death penalty|sadism|double moral standard,"A drama set in 1986 Iran and centered on a man, Sahebjam, whose car breaks down in a remote village and enters into a conversation with Zahra, who relays to him the story about her niece, Soraya, whose arranged marriage to an abusive tyrant had a tragic ending.",114,Crime|Drama,Roadside Attractions|Mpower Pictures|Prime Meridian Pctures|Fallen Films,9/7/08,24,8,2008,0,0
8884,tt0893402,0.359106,12000000,0,Franklyn,Eva Green|Ryan Phillippe|Bernard Hill|Sam Riley|Art Malik,,Gerald McMorrow,Reality is a state of mind.,london|suspense|masked vigilante,"Set between the parallel worlds of contemporary London and the futuristic faith dominated metropolis of Meanwhile City, Franklyn weaves a tale of four souls, whose lives are intertwined by fate, romance and tragedy. As these worlds collide, a single bullet determines the destiny of these four characters.",98,Drama|Fantasy|Science Fiction,UK Film Council|Aramid Entertainment Fund|Film4|Recorded Picture Company (RPC),10/16/08,41,5.5,2008,12153439.60571,0
14284,tt0925248,0.316739,2000000,0,In the Shadow of the Moon,Buzz Aldrin|Michael Collins|Alan Bean|Eugene Cernan|Charles Duke,,David Sington,,nasa|space mission|rocket|moon landing|space,"IN THE SHADOW OF THE MOON combines archival material from the original NASA film footage, much of it never before seen, with interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt. The astronauts emerge as eloquent, witty, emotional and very human.",109,Documentary,Film4|Passion Pictures|Discovery Films,1/19/07,13,6.2,2007,2103337.16526309,0
73936,tt1410051,0.491446,0,0,Retreat,Cillian Murphy|Jamie Bell|Thandie Newton|Jimmy Yuill|Marilyn Mantle,,Carl Tibbetts,No Neighbours. No Help. No Escape.,,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a man is washed ashore, with news of airborne killer disease that is sweeping through Europe.",89,Thriller,Ripple World Pictures|Magnet Films,10/14/11,31,5.3,2011,0,0
11660,tt0154506,0.225908,0,0,Following,Alex Haw|Lucy Russell|John Nolan|Dick Bradsell|Gillian El-Kadi,,Christopher Nolan,,london|robbery|burglar|prosecution|thief,"A struggling, unemployed young writer takes to following strangers around the streets of London, ostensibly to find inspiration for his new novel.",69,Crime|Drama|Thriller,Syncopy|Next Wave Films,9/12/98,151,7.1,1998,0,0
19971,tt0074806,0.264423,0,0,The Little Girl Who Lives Down the Lane,Jodie Foster|Martin Sheen|Alexis Smith|Mort Shuman|Scott Jacoby,,Nicolas Gessner,"Ask her no questions, she'll tell you no lies. Ask her too many and somebody dies.",female nudity|based on novel|secret|hamster|nudity,"Quiet, withdrawn 13-year-old Rynn Jacobs lives peacefully in her home in a New England beach town. Whenever the prying landlady inquires after Rynn's father, she politely claims that he's in the city on business. But when the landlady's creepy and increasingly persistent son, Frank, won't leave Rynn alone, she teams up with kindly neighbor boy Mario to maintain the dark family secret that she's been keeping to herself.",91,Mystery|Drama|Thriller,Braun Entertainment Group|Filmel|Carnelian Productions|ICL,12/25/76,34,6.8,1976,0,0
48787,tt0110604,0.419114,0,0,Mute Witness,Marina Sudina|Fay Ripley|Evan Richards|Oleg Jankowski|Igor Volkov,,Anthony Waller,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,chase|police|murder|mute|disk,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.",95,Thriller|Foreign,Comet Film Produktion GmbH|Avrora Media|Cobblestone Pictures,10/21/94,11,5.8,1994,0,0
12586,tt0482463,0.155835,0,0,Bella,Tammy Blanchard|AngÃ©lica AragÃ³n|Ali Landry|Jaime Tirelli|Manny PÃ©rez,,Alejandro Monteverde,One person can change your life forever.,waitress|beach|independent film|soccer|girl,"An international soccer star (Eduardo Verastegui) is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress (Tammy Blanchard), struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down...",91,Drama|Romance,"Mpower Pictures|Metanoia Films|Burnside Entertainment|Bella Productions|One Media, The",9/9/06,22,6.8,2006,0,0
34335,tt0959329,0.210231,2000000,0,Nine Dead,Melissa Joan Hart|John Terry|Chip Bent|Lawrence Turner|Edrick Browne,http://www.ninedead.com/,Chris Shadley,It doesn't have to end this way,kidnapping and murder|murder|suspense|kidnapping,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,98,Crime|Drama|Horror|Thriller,Hartbreak Films,1/1/10,43,5.2,2010,2000000,0
17496,tt0081696,0.319636,0,0,Urban Cowboy,John Travolta|Debra Winger|Scott Glenn|Madolyn Smith Osborne|Barry Corbin,,James Bridges,Hard Hat Days And Honky-Tonk Nights.,country music|texas|contest|cowboy boots,Hard Hat Days Honky-Tonk Nights. John Travolta stars as a young man from the country who learns about life and love in a Houston bar.,132,Western|Drama,Paramount Pictures,6/6/80,23,6.5,1980,0,0
45242,tt0129868,0.236631,0,0,Dennis the Menace Strikes Again!,Don Rickles|George Kennedy|Justin Cooper|Betty White|Brian Doyle-Murray,,Charles T. Kanganis,,dennis the menace,"Barricade the doors. Lock the windows. Because he's baaaack. That one-boy wrecking crew, Dennis the Menace, returns for more mischief and mayhem. Based on the comic strip and TV show about a mischievous little boy with a gift for the potentially lethal prank.",71,Comedy|Family,Warner Bros. Entertainment|Warner Home Video,7/14/98,14,5.4,1998,0,0
12096,tt0383216,0.956715,0,0,The Pink Panther,Steve Martin|Kevin Kline|Jean Reno|BeyoncÃ© Knowles|Emily Mortimer,,Shawn Levy,Pardon His French.,robbery|investigation|inspector|killer|clouseau,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",93,Action|Comedy|Crime|Mystery|Family,Columbia Pictures|International Production Company|The Montecito Picture Company|Robert Simonds Productions|Metro-Goldwyn-Mayer (MGM),1/18/06,307,5.6,2006,0,0
51851,tt0759509,0.05682,0,0,Changement d'adresse,Fanny Valette|FrÃ©dÃ©rique Bel|Dany Brillant|Emmanuel Mouret,,Emmanuel Mouret,,,"In Paris, the emotional and professional tribulations of a musician and his roommate. FraÃ®chement installÃ© Ã  Paris, David, un musicien, timide et maladroit, tombe fou amoureux de sa jeune Ã©lÃ¨ve, Julia. Il tente tout pour la sÃ©duire. Sa colocataire, Anne, l'encourage, le conseille, et le console... passionnÃ©ment !",85,Comedy|Romance,Moby Dick Films,6/21/06,11,6,2006,0,0
5157,tt0078846,1.39491,239000,0,Beneath the Valley of the Ultra-Vixens,Uschi Digard|Ann Marie|Stuart Lancaster|Michael Finn|Sharon Ceccatti,,Russ Meyer,Six Chicks in search of a Cluck! ...and so hilariously funny!,male nudity|female nudity|sex|nudity|blow job,"Believe it or not even in Smalltown USA there are still people who are unfulfilled and unrelieved in the midst of plenty. Levonna &amp; Lamar could have the perfect relationship if it were not Lamar's obsession with rear entry. After submitting to the one last time Levonna comes up with a plan. While Lamar is trying find other tail to try his technique on, Levonna becomes Lola with aid of a wig and a Mexican accent. A Mexican cocktail later Lola finally has Lamar straight, but he wasn't awake for it. The gay marriage counselor, attracted to Lamar's problem, couldn't help them and Lemar must finally seek redemption at the church of Rio Dio Radio and the laying on of hands by Sister Eufaula Roo.",93,Comedy,RM Films International,5/11/79,12,5,1979,718088.40659788,0
141102,tt1984279,0.426646,40000000,0,The Swan Princess Christmas,James Arrington|Maxine Blue|G.K. Bowes|Elle Deets|Joseph Medrano,http://www.amazon.co.uk/Swan-Princess-Christmas-Richard-Rich/dp/B008JBZ660,Richard Rich,,holiday,"Princess Odette, Prince Derek and their trusted woodland friends reunite in this all-new adventure for their first Christmas celebration together! As the kingdom prepares for a festive holiday, the villainous Rothbart plots to destroy Christmas. Will the castle friends be able to stop Rothbart and save the day?  Told in beautiful CG animation for the very first time and featuring music by Anna Graceman from TVâ€™s Americaâ€™s Got Talent, The Swan Princess Christmas is an enchanting musical holiday treat the whole family will enjoy!",90,Animation,Sony Pictures Animation|NEST Family Entertainment|Crest Animation Production,11/5/12,14,6.4,2012,37989771.2540898,0
59962,tt1596350,1.612069,65000000,0,This Means War,Reese Witherspoon|Chris Pine|Tom Hardy|Laura Vandervoort|Angela Bassett,http://www.thismeanswarmovie.com/,McG,It's SPY Against SPY,love triangle|friendship|dating|sushi bar|exploding airplane,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,103,Action|Comedy|Romance,Overbrook Films|Robert Simonds Productions,2/14/12,1011,5.9,2012,61733378.2878959,0
148980,tt0077215,0.214124,3000000,0,Battlestar Galactica,"Richard Hatch|Dirk Benedict|Lorne Greene|Herb Jefferson, Jr.|Maren Jensen",,Richard A. Colla|Alan J. Levi,A billion light years from Earth the human race is fighting for survival,space battle|space|edited from tv series|sensurround,"After the destruction of the Twelve Colonies of Mankind, the last major fighter carrier leads a makeshift fugitive fleet in a desperate search for the legendary planet Earth. This film is adapted from a television series that aired on ABC from September 17, 1978, to August 17, 1980. The first and fifth episodes of the series were edited into this theatrical feature film. Taken together, the two episodes ran 148 minutes, without commercials, while the film runs 125 minutes.",125,Science Fiction|Adventure,Universal TV|Glen A. Larson Productions,9/16/78,22,5.8,1978,10028102.0847421,0
28003,tt0427481,0.073665,0,0,Madea's Class Reunion,Tyler Perry|Chandra Currelley|Cheryl Pepsii Riley|David Mann|Pam Taylor,,Tyler Perry,,,"Madea is traveling to the Pandora Hotel, where her 50 year class reunion is to be held. Running afoul of the law, Madea nonetheless manages to teach valuable lessons amidst the comedy and chaos, addressing the importance of forgiveness and the value of friendship.With the help of Madea, and her colorful crazy neighbor and classmate, Mr. Brown, a married couple must come to terms with unfaithfulness; A woman hurt by years of torment must give up prostituting herself with her abusive baby's daddy, and reconcile with her tired elderly mother who was fired by the evil manager of the Pandora, who is having an affair with a man who is married to Madea's daughter, Cora's friend who is too reliant on her man.Through all of this craziness, the insane bellboy/bartender, ""Dr."" Willie Leroy Jones (new character played by Perry), is causing ruckus in the already rowdy hotel. Willie is suffering from Dissociative identity disorder (DID), claiming to have 27 people living in his head.",0,Comedy|Music,,6/25/03,12,6.9,2003,0,0
38761,tt0069005,0.058828,0,0,Night of the Lepus,Stuart Whitman|Janet Leigh|Rory Calhoun|DeForest Kelley|Paul Fix,,William F. Claxton,How many eyes does horror have?,rabbit|dead family|giant animal|mutant animal|pantyhose,Giant mutant rabbits terrorize the southwest!!,88,Horror|Science Fiction,A.C. Lyles Productions,10/4/72,10,5.7,1972,0,0
15907,tt0361715,0.062064,12000000,0,Duma,Alex Michaeletos|Campbell Scott|Mary Makhatho|Nthabiseng Kenoshi|Hope Davis,http://dumamovie.warnerbros.com/,Carroll Ballard,Some friendships are wilder than others,adolescence|loss of father|lion|south africa|bullying,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,100,Adventure|Drama|Family,John Wells Productions|Pandora Pictures|Gaylord Films|Warner Bros.,4/22/05,22,7,2005,13398759.4758539,0
68450,tt1646967,0.321341,0,0,The Art of Flight,Travis Rice|Nicolas Muller|Mark Landvik|Jake Blauvelt|Pat Moore,http://www.artofflightmovie.com/,Curt Morgan,,sport|snowboard,"A new breed of action sports film comes to life as Red Bull Media House, in association with Brain Farm Digital Cinema, present â€œThe Art of FLIGHTâ€, a Curt Morgan Film. Two years in the making, â€œThe Art of FLIGHTâ€ gives iconic snowboarder Travis Rice and friends the opportunity to redefine what is possible in the mountains. Experience the highs, as new tricks are landed and new zones opened, alongside the lows, where avalanches, accidents, and wrong-turns strike. Immerse yourself in a cinematic experience as Brain Farm and their arsenal of filmmaking technology capture the culture, wildlife and scenic landscapes the riders take in along the way. Join in the ride as the creators of â€œThatâ€™s It, Thatâ€™s Allâ€ completely rewrite the formula for action sports cinema with â€œThe Art of FLIGHT.â€",80,Adventure|Documentary,Red Bull Media House|Brain Farm Digital Cinema,9/8/11,60,8.5,2011,0,0
